1.2.5.7.12;EPT0024 (EMPILHADEIRA);ANALITICO;;EPT0024 (EMPILHADEIRA)
1.2.5.7.13;EHH0005;ANALITICO;;EHH0005
1.2.5.8;PROJETO SISTEMA DE INCENDIO;ANALITICO;;
1.2.6;ASSIS;SINTETICO;;
1.2.6.1;ADMINISTRATIVO;ANALITICO;;
1.2.6.2;COMERCIAL;ANALITICO;;
1.2.6.3;OPERACIONAL;ANALITICO;;
1.2.6.4;LOGISTICA;ANALITICO;;
1.2.7;CAMPO GRANDE;SINTETICO;;
1.2.7.1;ADMINISTRATIVO;ANALITICO;;
1.2.7.2;COMERCIAL;ANALITICO;;
1.2.7.3;OPERACIONAL;ANALITICO;;
1.2.7.4;LOGISTICA;ANALITICO;;
1.2.7.5;PROJETO CORUMBA;ANALITICO;;
1.2.7.6;VEICULOS;SINTETICO;;VEICULOS
1.2.7.6.1;GDG8E75;ANALITICO;;GDG8E75
1.2.7.6.2;NRV7727;ANALITICO;;NRV7727
1.2.7.6.3;QAO4A53;ANALITICO;;QAO4A53
1.2.7.6.4;EWU6341 (JULIETA);ANALITICO;;EWU6341 (JULIETA)
1.2.7.6.5;EWU6294 (JULIETA);ANALITICO;;EWU6294 (JULIETA)
1.2.7.7;MAQUINAS E EQUIPAMENTOS;SINTETICO;;MAQUINAS E EQUIPAMENTOS
1.2.7.7.1;EHH0038;ANALITICO;;EHH0038
1.2.7.7.2;EHH0019;ANALITICO;;EHH0019
1.2.7.8;PROJETO UND. PROPRIA CG;ANALITICO;;
1.2.8;MARINGA CIDADE ALTA;SINTETICO;;
1.2.8.1;ADMINISTRATIVO;ANALITICO;;
1.2.8.2;COMERCIAL;ANALITICO;;
1.2.8.3;OPERACIONAL;ANALITICO;;
1.2.8.4;LOGISTICA;ANALITICO;;
1.3;BRACOFER;SINTETICO;;
1.3.1;PRESIDENTE PRUDENTE;SINTETICO;;
1.3.1.1;ADMINISTRATIVO;ANALITICO;;
1.3.1.2;COMERCIAL;ANALITICO;;
1.3.1.3;OPERACIONAL;ANALITICO;;
1.3.1.4;LOGISTICA;ANALITICO;;
1.3.1.5;CORTE E DOBRA;ANALITICO;;
1.3.1.6;VEICULOS;SINTETICO;;VEICULOS
1.3.1.6.1;CZB9H07;ANALITICO;;CZB9H07
1.3.1.6.2;HAR1F82;ANALITICO;;HAR1F82
1.3.1.6.3;EJZ7495;ANALITICO;;EJZ7495
1.3.1.6.4;EJZ7496;ANALITICO;;EJZ7496
1.3.1.7;MAQUINAS E EQUIPAMENTOS;SINTETICO;;MAQUINAS E EQUIPAMENTOS
1.3.1.7.1;EUS0048;ANALITICO;;EUS0048
1.3.1.7.2;ACS0049;ANALITICO;;ACS0049
1.3.1.7.3;CCS0052;ANALITICO;;CCS0052
1.3.1.7.4;DPS0050;ANALITICO;;DPS0050
1.3.1.7.5;DPS0051;ANALITICO;;DPS0051
1.3.1.8;PROJETOS;SINTETICO;;
1.3.1.8.1;ESCRITORIO NOVO;ANALITICO;;
1.3.1.8.2;ESPAÇO DO SERRALHEIRO E CALHEIRO;ANALITICO;;
1.4;TRANSMOVE GSL;SINTETICO;;
1.4.1;PRESIDENTE PRUDENTE;SINTETICO;;
1.4.1.1;TRANSPORTE;ANALITICO;;
1.4.1.2;ADMINISTRATIVO;ANALITICO;;
1.4.2;DOURADOS;SINTETICO;;
1.4.2.1;TRANSPORTE;ANALITICO;;
1.4.2.2;ADMINISTRATIVO;ANALITICO;;
1.4.3;MARINGA;SINTETICO;;
1.4.3.1;TRANSPORTE;ANALITICO;;
1.4.3.2;ADMINISTRATIVO;ANALITICO;;
1.4.4;BARUERI;SINTETICO;;
1.4.4.1;TRANSPORTE;ANALITICO;;
1.4.4.2;ADMINISTRATIVO;ANALITICO;;
1.5;EKIPA CONTEINER;SINTETICO;;
1.5.1;PRESIDENTE PRUDENTE;SINTETICO;;
1.5.1.1;ADMINISTRATIVO;ANALITICO;;
1.5.1.2;COMERCIAL;ANALITICO;;
1.5.1.3;OPERACIONAL;ANALITICO;;
1.5.1.4;LOGISTICA;ANALITICO;;
1.6;EKIPA LOCACOES RSE;SINTETICO;;
1.6.1;ADMINISTRATIVO;ANALITICO;;
1.6.2;COMERCIAL;ANALITICO;;
1.6.3;VEICULO, MAQUINA E EQUIPAMENTO;SINTETICO;;VEICULO, MAQUINA E EQUIPAMENTO
1.6.3.2;EHL0013;ANALITICO;;EHL0013
1.6.3.5;FRT7548;ANALITICO;;FRT7548
1.6.3.6;EWU6088;ANALITICO;;EWU6088
1.6.3.10;EWU6342;ANALITICO;;EWU6342
1.6.3.13;EWU5698;ANALITICO;;EWU5698
1.6.3.14;EWU5984;ANALITICO;;EWU5984
1.6.3.15;OOM8D73;ANALITICO;;OOM8D73
1.6.3.16;EJZ7303;ANALITICO;;EJZ7303
1.6.3.17;EHL0011;ANALITICO;;EHL0011
1.6.3.18;EHL0012;ANALITICO;;EHL0012
1.6.3.19;CNI0624;ANALITICO;;CNI0624
1.6.3.20;HSU9D49;ANALITICO;;HSU9D49
1.6.3.21;BZN1874;ANALITICO;;BZN1874
1.6.3.22;PHE0030;ANALITICO;;PHE0030
1.6.3.23;DTB6854;ANALITICO;;DTB6854
1.6.3.24;MRP6135;ANALITICO;;MRP6135
1.6.3.25;EHP0032;ANALITICO;;EHP0032
1.6.3.26;ESC0001;ANALITICO;;ESC0001
1.6.3.27;ESC0002;ANALITICO;;ESC0002
1.6.3.28;PRJ0001;ANALITICO;;PRJ0001
1.6.3.29;CHN0029;ANALITICO;;CHN0029
1.6.3.31;HRO5E08;ANALITICO;;HRO5E08
1.6.3.32;FTW0D43;ANALITICO;;FTW0D43
1.6.3.33;FYC7D43;ANALITICO;;FYC7D43
1.6.3.35;PHT0025;ANALITICO;;PHT0025
1.6.3.37;BTS7191 (VENDIDO);ANALITICO;;BTS7191 (VENDIDO)
1.6.3.39;HTD5F77 TOYOTA HILUX (VENDIDO);ANALITICO;;HTD5F77 TOYOTA HILUX (VENDIDO)
1.6.3.40;EHL0070 (LH30M);ANALITICO;;EHL0070 (LH30M)
1.6.3.41;PHH0062;ANALITICO;;PHH0062
1.6.3.42;EWU5671 (VENDA);ANALITICO;;EWU5671 (VENDA)
1.6.3.43;CZB9484 (VENDA);ANALITICO;;CZB9484 (VENDA)
1.6.3.44;DBP3174 (VENDA);ANALITICO;;DBP3174 (VENDA)
1.6.3.45;EWU5J85;ANALITICO;;EWU5J85
1.6.3.46;GBW4F06;ANALITICO;;GBW4F06
1.6.3.47;EWU5986 (VENDA);ANALITICO;;EWU5986 (VENDA)
1.6.3.48;BWJ9H37 (VENDA);ANALITICO;;BWJ9H37 (VENDA)
1.6.3.49;EHH0046;ANALITICO;;EHH0046
1.6.5;CONTAINER;ANALITICO;;
1.6.6;CONTRATOS;SINTETICO;;
1.6.6.1;GERDAU - JARAGUA DO SUL/SC;SINTETICO;;
1.6.6.1.1;EQO6E99 (PRENSA MOVEL);ANALITICO;;
1.7;EKIPA LOCACOES E SERV  G&S;SINTETICO;;
1.7.1;CONTRATOS;SINTETICO;;
1.7.1.1;APOIO;ANALITICO;;
1.7.1.2;ARCELOR - RESENDE/RJ;SINTETICO;;
1.7.1.2.1;ARCELOR/ RESENDE/RJ – OPERADORES;ANALITICO;;MAQUINAS E EQUIPAMENTOS
1.7.1.2.2;EWU5857;ANALITICO;;EWU5857
1.7.1.2.3;GBL8H44 (PHH0044);ANALITICO;;GBL8H44 (PHH0044)
1.7.1.3;ARCELOR - BARRA MANSA/RJ;SINTETICO;;
1.7.1.3.1;ARCELOR/BARRA MANSA/RJ-OPERADORES;ANALITICO;;
1.7.1.3.3;EHH0037;ANALITICO;;EHH0037
1.7.1.3.4;EHH0015;ANALITICO;;EHH0015
1.7.1.4;ARCELOR - PIRACICABA/SP;SINTETICO;;
1.7.1.4.1;ARCELOR/PIRACICABA/SP-OPERADORES;ANALITICO;;
1.7.1.7;GERDAU - SAO CAETANO DO SUL/SP;SINTETICO;;
1.7.1.7.1;EWU6041;ANALITICO;;EWU6041
1.7.1.8;TUPY - JOINVILLE/SC;SINTETICO;;
1.7.1.8.1;TUPY - JOINVILLE/SC - OPERADORES;ANALITICO;;
1.7.1.8.2;EHH0044;ANALITICO;;EHH0044
1.7.1.8.3;EHL0041;ANALITICO;;EHL0041
1.7.1.10;TRANSMOVE - PRANCHA SALIONE;ANALITICO;;
1.7.1.11;SELETIVA - PRENSA MOVEL;SINTETICO;;
1.7.1.14;ARCELOR - IRACEMAPOLIS/SP;SINTETICO;;
1.7.1.14.1;ARCELOR/IRACEMAPOLIS/SP - OPERADORES;ANALITICO;;
1.7.1.14.2;EWU6A79;ANALITICO;;EWU6A79
1.7.1.14.3;SWQ2C15 (PHH0049);ANALITICO;;SWQ2C15 (PHH0049)
1.7.2;CORPORATIVO;SINTETICO;;
1.7.2.1;ADMINISTRATIVO;ANALITICO;;
1.7.2.2;COMERCIAL;ANALITICO;;
1.7.2.3;ECO EXPO;ANALITICO;;
1.7.3;G&S BARUERI;ANALITICO;;
1.7.4;G&S CAMPO GRANDE;ANALITICO;;
1.7.5;G&S DOURADOS;ANALITICO;;
1.7.6;G&S LONDRINA;ANALITICO;;
1.7.7;G&S MARINGA;ANALITICO;;
1.7.8;G&S PRUDENTE;ANALITICO;;
1.8;RENDER LOCACOES;SINTETICO;;
1.8.1;ADMINISTRATIVO;ANALITICO;;
1.8.2;LUKA IMOVEIS;ANALITICO;;
1.8.3;RSS;SINTETICO;;
1.8.3.1;ASSIS - 17;ANALITICO;;
1.8.3.2;ASSIS - 5;ANALITICO;;
1.8.3.3;ASSIS - 6 - BARRACAO ALUMA;ANALITICO;;
1.8.3.4;P PTE - AVENIDA BRASIL;ANALITICO;;
1.8.3.5;P PTE - BARRACAO VIOTO;ANALITICO;;
1.8.3.6;P PTE - JOSE PETRIN, 777;ANALITICO;;
1.8.3.7;P PTE - CHACARA RENATO 2,4 HA;ANALITICO;;
1.8.3.8;P PTE - CONCEPT;ANALITICO;;
1.8.3.9;P PTE - SALA 304 COSMOPOLITAN;ANALITICO;;
1.8.3.10;P PTE - SALA 306 COSMOPOLITAN;ANALITICO;;
1.8.3.11;P PTE - SALA 310 COSMOPOLITAN;ANALITICO;;
1.8.3.12;P PTE - SALA 405 COSMOPOLITAN;ANALITICO;;
1.8.3.13;P PTE - SALA 411 COSMOPOLITAN;ANALITICO;;
1.8.3.14;P PTE - SALA 402 COSMOPOLITAN;ANALITICO;;
1.8.3.15;P PTE - SALA 404 COSMOPOLITAN;ANALITICO;;
1.8.3.16;P PTE - SALA 406 COSMOPOLITAN;ANALITICO;;
1.8.3.17;P PTE - JOSE PETRIN, 760;ANALITICO;;
1.8.3.18;P PTE - JOSE PETRIN, 768;ANALITICO;;
1.8.3.19;P PTE - ESSENZA UNIDADE 16;ANALITICO;;
1.8.3.20;P PTE - JOSE ZERIAL, 200;ANALITICO;;
1.8.3.21;P PTE - JOSE ZERIAL, 200 A;ANALITICO;;
1.8.3.22;P PTE - JOAQUIM CONSTANTINO, 4264;ANALITICO;;
1.8.3.23;P PTE - JOSE PETRIN, 678;ANALITICO;;
1.8.3.24;P PTE - SOL NASCENTE - BRASPRESS;ANALITICO;;
1.8.3.25;P PTE - JOAQUIM CONSTANTINO, 4348;ANALITICO;;
1.8.3.26;P PTE - JOAQUIM CONSTANTINO, 4348 D;ANALITICO;;
1.8.3.27;P PTE - JOAQUIM CONSTANTINO, 4430;ANALITICO;;
1.8.3.28;P PTE - JOAQUIM CONSTANTINO, 4300;ANALITICO;;
1.8.3.29;P PTE - JOAQUIM CONSTANTINO, 4300 A;ANALITICO;;
1.8.3.30;P PTE - SITIO SAO GABRIEL 4,5;ANALITICO;;
1.8.3.31;P PTE - ESTANCIA SAO FRANCISCO;ANALITICO;;
1.8.3.32;P PTE - LOTE 14 - DAHMA I;ANALITICO;;
1.8.3.33;P PTE - LOTE 15 - DAHMA I;ANALITICO;;
1.8.3.34;P PTE - LOTE 01 - QUADRA H - DAHMA III;ANALITICO;;
1.8.3.35;P PTE - LOTE 02 - QUADRA H - DAHMA III;ANALITICO;;
1.8.3.36;P PTE - HELID COQUETTI MORETTI, 95;ANALITICO;;
1.8.3.37;P VENCESLAU - TIRADENTES, 1555;ANALITICO;;
1.8.3.38;SANTO INACIO - ITAPEMA, 135;ANALITICO;;
1.8.3.39;TRES LAGOAS - RUA 7, S/N;ANALITICO;;
1.8.3.40;ADMINISTRATIVO;ANALITICO;;
1.8.4;SALTEIRO EMPREENDIMENTOS;SINTETICO;;
1.8.4.1;P PTE - CHACARA TAKIGAWA;ANALITICO;;
1.8.5;RENATO SALTEIRO;SINTETICO;;
1.8.5.1;TRES LAGOAS - APTO 713;ANALITICO;;
1.8.5.2;P EPITACIO - RIO DO PEIXE 1-120;ANALITICO;;
1.8.5.3;ROSANA - LOTE 06;ANALITICO;;
1.8.5.4;ROSANA - LOTE 07;ANALITICO;;
1.8.5.5;ROSANA - LOTE 08;ANALITICO;;
1.8.5.6;P PTE - APTO 502 - LIVERPOOL;ANALITICO;;
1.8.5.7;P PTE - APTO 103 - LIVERPOOL;ANALITICO;;
1.8.5.8;P PTE - APTO 1304 - LONDON;ANALITICO;;
1.8.5.9;P PTE - APTO 1104 - OXFORD;ANALITICO;;
1.8.5.10;P PTE - APTO 1304 - OXFORD;ANALITICO;;
1.8.5.11;P PTE - APTO 1404 - OXFORD;ANALITICO;;
1.8.5.12;P PTE - APTO 1504 - OXFORD;ANALITICO;;
1.8.5.13;P PTE - APTO 1603 - OXFORD;ANALITICO;;
1.8.5.14;P PTE - APTO 1704 - OXFORD;ANALITICO;;
1.8.5.15;P PTE - APTO 1803 - OXFORD;ANALITICO;;
1.8.5.16;P PTE - APTO 1804 - OXFORD;ANALITICO;;
1.8.5.17;P PTE - VAGA 114 - INGLATERRA;ANALITICO;;
1.8.5.18;P PTE - VAGA 115 - INGLATERRA;ANALITICO;;
1.8.5.19;P PTE - VAGA 116 - INGLATERRA;ANALITICO;;
1.8.5.20;P PTE - VAGA 121 - INGLATERRA;ANALITICO;;
1.8.5.21;P PTE - VAGA 124 - INGLATERRA;ANALITICO;;
1.8.5.22;P PTE - VAGA 125 - INGLATERRA;ANALITICO;;
1.8.5.23;P PTE - VAGA 126 - INGLATERRA;ANALITICO;;
1.8.5.24;P PTE - VAGA 130 - INGLATERRA;ANALITICO;;
1.8.5.25;P PTE - VAGA 21 - INGLATERRA;ANALITICO;;
1.8.5.26;P PTE - VAGA 267 - INGLATERRA;ANALITICO;;
1.8.5.27;P PTE - VAGA 296 - INGLATERRA;ANALITICO;;
1.8.5.28;P PTE - VAGA 96 - INGLATERRA;ANALITICO;;
1.8.5.29;P PTE - VAGA 56/56A-M 13 - INGLATERRA;ANALITICO;;
1.8.6;GABRIEL SALTEIRO;SINTETICO;;
1.8.6.1;P PTE - APTO 23 - HEITOR GRACA;ANALITICO;;
1.8.7;GIULIANA SALMAZZO;ANALITICO;;
1.8.8;GXS;SINTETICO;;
1.8.8.1;MARINGA - LOTE 09 - QUADRA 05;ANALITICO;;
1.8.9;RSR;SINTETICO;;
1.8.9.1;P PTE - ANTONIO TREVISAN, 0, SALA 1;ANALITICO;;
1.8.9.2;P PTE - ANTONIO TREVISAN, 0, QUADRA D;ANALITICO;;
1.8.9.3;P PTE - SEBASTIAO SALUSTRIANO, QUADRA C;ANALITICO;;
1.8.9.4;P PTE - HELENA F. BORGHI, 100 SALA 01;ANALITICO;;
1.8.9.5;P PTE - HELENA F. BORGHI, 100 SALA 02;ANALITICO;;
1.8.9.6;P PTE - HELENA F. BORGHI, 100 SALA 03;ANALITICO;;
1.8.9.7;P PTE - HELENA F. BORGHI, 100 SALA 04;ANALITICO;;
1.8.9.8;P PTE - HELENA F. BORGHI, 100 A;ANALITICO;;
1.8.9.9;P PTE - HELENA F. BORGHI, 100 B;ANALITICO;;
1.8.9.10;P PTE - HELENA F. BORGHI, 100 C;ANALITICO;;
1.8.9.11;P PTE - HELENA F. BORGHI, 100 D;ANALITICO;;
1.8.9.12;P PTE - HELENA F. BORGHI, 100 E;ANALITICO;;
1.8.9.13;P PTE - HELENA F. BORGHI, 100 F;ANALITICO;;
1.8.9.14;P PTE - HELENA F. BORGHI, 100 G;ANALITICO;;
1.8.9.15;P PTE - HELENA F. BORGHI, 100 H;ANALITICO;;
1.8.9.16;P PTE - HELENA F. BORGHI, 100 I;ANALITICO;;
1.8.9.17;P PTE - HELENA F. BORGHI. 100 J;ANALITICO;;
1.8.10;S1 EMPREENDIMENTOS;SINTETICO;;
1.8.10.1;SITIO SAO RAFAEL;ANALITICO;;
1.8.11;S2 EMPREENDIMENTOS;SINTETICO;;
1.8.11.1;PROGRESSO REGENTE;ANALITICO;;
1.8.12;S3 EMPREENDIMENTOS;SINTETICO;;
1.8.12.1;SITIO SAO SERAFIM E SITIO ALBERTO;ANALITICO;;
1.8.13;S4 EMPREENDIMENTOS;SINTETICO;;
1.8.13.1;SUCESSO ROSANA;ANALITICO;;
1.8.13.2;BEIRA RIO - ÁREA I (M. 6227);ANALITICO;;
1.8.13.3;BEIRA RIO FUNDOS - ÁREA III (M. 6229);ANALITICO;;
1.8.13.4;ALMOXARIFADO - LOTE 09B (M. 8049);ANALITICO;;
1.8.13.5;PISCICULTURA CASTILHO (M. 21.802);ANALITICO;;
1.8.14;S6 EMPREENDIMENTOS;SINTETICO;;
1.8.14.1;TERRENO ANGLO;ANALITICO;;
1.8.15;S9 EMPREENDIMENTOS;SINTETICO;;
1.8.15.1;PROGRESSO ZONA NORTE;ANALITICO;;
1.8.16;CHN0029 (TEMPORARIO);ANALITICO;;CHN0029 (TEMPORARIO)
1.9;FAMILIAR;SINTETICO;;
1.9.1;RENATO SALTEIRO;ANALITICO;;
1.9.2;GIULIANA SALMAZZO;ANALITICO;;
1.9.3;GABRIEL SALTEIRO - 1.9.3;ANALITICO;;
1.9.4;ESPOLIO ZACHARIAS;ANALITICO;;
1.9.5;ILDA SALTEIRO;ANALITICO;;
1.9.6;GLEICE SALTEIRO;ANALITICO;;
1.10;RESULTADO NAO OPERACIONAL;SINTETICO;;
1.10.1;OPERACOES ENTRE EMPRESA;ANALITICO;;
1.10.2;IMOBILIZADO;ANALITICO;;
1.12;NVS SERVICOS DE ENTULHO;SINTETICO;;
1.12.1;PRESIDENTE PRUDENTE;SINTETICO;;
1.12.1.1;ADMINISTRATIVO;ANALITICO;;
1.12.1.2;COMERCIAL;ANALITICO;;
1.12.1.3;OPERACIONAL;ANALITICO;;
1.12.1.4;LOGISTICA;ANALITICO;;
2;RECEITA;SINTETICO;;
2.1;PILARES;SINTETICO;;
2.1.1;DIRETORIA;SINTETICO;;
2.1.1.1;ACIONISTAS;ANALITICO;;
2.1.1.2;FINANCEIRO;ANALITICO;;
2.2;SELETIVA;SINTETICO;;
2.2.1;CORPORATIVO SUCATA;ANALITICO;;
2.2.2;DOURADOS;SINTETICO;;
2.2.2.1;ADMINISTRATIVO;ANALITICO;;
2.2.2.2;COMERCIAL;ANALITICO;;
2.2.3;LONDRINA;SINTETICO;;
2.2.3.1;ADMINISTRATIVO;ANALITICO;;
2.2.3.2;COMERCIAL;ANALITICO;;
2.2.4;MARINGA DISTRITO;SINTETICO;;
2.2.4.1;ADMINISTRATIVO;ANALITICO;;
2.2.4.2;COMERCIAL;ANALITICO;;
